psu_hh_idcode,hhid,q02,q03,q05,q09,q23
259_5_2,25905,1,4,46,0,1
259_5_3,25905,2,9,36,0,0
259_5_4,25905,1,5,14,0,2
259_5_5,25905,2,5,9,0,2
259_6_1,25906,2,1,79,0,0
259_7_1,25907,2,1,84,0,0
259_7_2,25907,1,4,42,0,1
259_7_3,25907,2,9,38,0,0
259_7_4,25907,1,5,16,0,2
259_7_5,25907,2,5,6,0,2
259_11_1,25911,2,1,67,0,0
259_12_2,25912,2,2,27,0,0
259_12_3,25912,1,4,3,0,2
259_12_4,25912,1,7,59,0,0
259_12_5,25912,2,7,53,0,0
259_12_6,25912,1,8,27,0,2
260_2_1,26002,1,1,75,0,0
260_2_2,26002,2,2,71,0,0
260_2_3,26002,1,4,50,0,2
260_2_4,26002,2,5,17,0,1
260_2_5,26002,1,5,13,0,1
260_4_1,26004,1,1,49,0,2
260_4_2,26004,2,2,41,0,0
260_4_3,26004,1,4,21,0,2
260_4_4,26004,1,4,18,0,2
260_4_5,26004,1,7,84,0,0
260_4_6,26004,2,7,77,0,0
260_5_1,26005,1,1,55,0,0
260_5_2,26005,2,2,52,0,0
260_5_3,26005,2,4,25,0,2
260_6_1,26006,1,1,61,0,0
260_6_2,26006,2,2,53,0,0
260_6_3,26006,1,4,34,0,2
260_7_2,26007,2,2,51,0,0
260_7_3,26007,1,4,24,0,2
260_8_1,26008,1,1,55,0,0
260_8_2,26008,2,2,51,0,0
260_8_3,26008,2,4,23,0,2
260_8_4,26008,1,4,14,0,2
260_9_1,26009,1,1,47,0,0
260_9_2,26009,2,2,46,0,0
260_9_3,26009,1,4,28,0,2
260_9_4,26009,2,9,27,0,0
260_9_5,26009,2,5,3,0,2
260_12_1,26012,1,1,57,0,0
260_12_2,26012,2,2,56,0,0
260_12_3,26012,1,4,34,0,2
260_12_4,26012,1,5,9,0,1
261_1_2,26101,2,2,30,0,0
261_1_3,26101,2,4,2,0,2
261_1_4,26101,1,7,75,0,0
261_1_5,26101,2,7,65,0,0
261_2_1,26102,2,1,62,0,0
261_2_2,26102,2,4,30,0,1
261_2_3,26102,2,4,28,0,1
261_3_2,26103,2,2,23,0,0
261_3_3,26103,2,4,2,0,2
261_3_4,26103,1,4,1,0,2
261_3_5,26103,1,7,57,0,0
261_3_6,26103,2,7,52,0,0
261_5_2,26105,2,2,34,0,0
261_5_3,26105,2,4,14,0,2
261_5_4,26105,1,4,6,0,2
261_7_1,26107,1,1,27,0,2
261_7_2,26107,2,2,25,0,0
261_7_4,26107,1,7,60,0,1
261_7_5,26107,2,7,56,0,0
261_7_6,26107,2,11,83,0,0
261_8_1,26108,1,1,62,0,0
261_8_2,26108,2,2,59,0,0
261_8_3,26108,1,4,34,0,2
261_8_4,26108,2,9,29,0,0
261_8_5,26108,1,5,8,0,2
261_9_1,26109,1,1,55,0,0
261_9_2,26109,2,2,54,0,0
261_9_3,26109,2,4,31,0,2
261_9_4,26109,2,4,26,0,2
261_10_1,26110,1,1,60,0,0
261_10_2,26110,2,2,53,0,0
261_10_3,26110,2,4,24,0,2
262_1_1,26201,1,1,66,0,0
262_1_2,26201,2,2,64,0,0
262_2_1,26202,1,1,50,0,0
262_2_2,26202,2,2,47,0,0
262_2_3,26202,1,4,19,0,2
262_3_1,26203,1,1,47,0,0
262_3_2,26203,2,2,40,0,0
262_3_3,26203,1,4,12,0,2
262_3_4,26203,2,4,7,0,2
262_5_1,26205,1,1,55,0,0
262_5_2,26205,2,2,49,0,0
262_5_3,26205,2,4,18,0,2
262_5_4,26205,1,4,27,0,2
262_5_5,26205,2,9,21,0,0
262_5_6,26205,2,5,0,0,2
262_6_1,26206,1,1,43,0,0
262_6_2,26206,2,2,42,0,0
262_7_1,26207,1,1,60,0,0
262_7_2,26207,2,2,58,0,0
262_8_1,26208,1,1,41,0,0
262_8_2,26208,2,2,30,0,0
262_8_3,26208,1,4,11,0,2
262_8_4,26208,2,4,5,0,2
262_12_1,26212,1,1,36,0,0
262_12_2,26212,2,2,33,0,0
262_12_3,26212,1,4,10,0,2
262_12_4,26212,1,4,5,0,2
263_1_1,26301,1,1,49,0,1
263_1_2,26301,2,2,42,0,0
263_1_3,26301,1,4,22,0,2
263_1_4,26301,1,4,17,0,2
263_1_5,26301,2,7,76,0,0
263_2_1,26302,1,1,43,0,0
263_2_2,26302,2,2,39,0,0
263_2_3,26302,1,4,15,0,2
263_2_4,26302,1,4,9,0,2
263_2_5,26302,1,4,5,0,2
263_3_1,26303,1,1,60,0,0
263_3_2,26303,2,2,43,2,0
263_3_3,26303,2,4,12,0,1
263_3_4,26303,2,4,4,1,2
263_4_1,26304,1,1,53,0,0
263_4_2,26304,2,2,50,0,0
263_4_3,26304,2,4,21,0,2
263_4_4,26304,1,4,17,0,2
263_5_1,26305,1,1,67,0,0
263_5_2,26305,2,2,61,0,0
263_5_3,26305,2,4,36,0,2
263_7_1,26307,1,1,56,1,0
263_7_2,26307,2,2,53,1,0
263_7_3,26307,1,4,23,9,2
263_8_1,26308,1,1,50,0,0
263_8_2,26308,2,2,45,0,0
263_8_3,26308,1,4,23,0,2
263_9_1,26309,1,1,40,0,1
263_9_2,26309,2,2,30,0,0
263_9_3,26309,1,4,8,0,2
263_9_4,26309,1,4,5,0,2
263_9_5,26309,2,7,65,0,0
264_2_1,26402,1,1,59,0,0
264_2_2,26402,2,2,52,0,0
264_2_3,26402,1,4,20,9,2
264_3_1,26403,1,1,47,0,0
264_3_2,26403,2,2,42,0,0
264_3_3,26403,1,4,22,4,2
264_3_4,26403,2,4,18,0,2
264_5_2,26405,2,2,40,0,0
264_5_3,26405,2,4,19,0,2
264_5_4,26405,2,4,15,0,2
264_5_5,26405,2,7,62,0,0
264_6_1,26406,1,1,33,0,1
264_6_2,26406,2,2,29,0,0
264_6_3,26406,1,4,9,0,2
264_6_4,26406,1,4,6,0,2
264_6_5,26406,2,7,59,0,0
264_7_1,26407,2,1,50,0,0
264_7_2,26407,2,4,14,0,1
264_7_3,26407,2,4,12,0,1
264_7_4,26407,1,4,10,0,1
264_10_2,26410,2,1,52,0,0
264_10_3,26410,1,4,25,5,2
264_11_1,26411,1,1,55,0,0
264_11_2,26411,2,2,52,0,0
264_11_3,26411,1,4,20,9,2
264_12_1,26412,1,1,48,0,0
264_12_2,26412,2,2,41,0,0
264_12_3,26412,1,4,17,0,2
264_12_4,26412,2,4,13,0,2
264_12_5,26412,2,4,10,0,2
265_1_1,26501,1,1,43,0,0
265_1_2,26501,2,2,34,0,0
265_1_3,26501,1,4,17,0,2
265_1_4,26501,1,4,12,0,2
265_2_1,26502,1,1,37,0,0
265_2_2,26502,2,2,27,0,0
265_2_3,26502,2,4,7,0,2
265_2_4,26502,2,4,3,0,2
265_3_1,26503,1,1,55,0,0
265_3_2,26503,2,2,53,0,0
265_3_3,26503,1,4,25,0,2
265_3_4,26503,1,4,31,1,2
265_3_5,26503,2,9,24,0,0
265_4_1,26504,2,1,61,0,0
265_4_2,26504,1,4,25,6,1
265_5_1,26505,2,1,60,0,0
265_5_2,26505,1,4,34,0,1
265_6_1,26506,1,1,52,0,0
265_6_2,26506,2,2,47,0,0
265_6_4,26506,1,4,18,0,2
265_7_1,26507,1,1,63,0,0
265_7_2,26507,2,2,57,0,0
265_8_1,26508,1,1,30,0,0
265_8_2,26508,2,2,26,0,0
265_8_3,26508,1,4,2,0,2
266_2_1,26602,1,1,61,0,0
266_2_2,26602,2,2,52,0,0
266_3_1,26603,1,1,77,0,0
266_3_2,26603,2,2,74,0,0
266_3_3,26603,1,4,39,0,2
266_3_4,26603,2,9,25,0,0
266_3_5,26603,2,5,10,0,2
266_3_6,26603,2,5,7,0,2
266_3_7,26603,2,5,5,0,2
266_4_1,26604,1,1,66,0,0
266_4_2,26604,2,2,56,0,0
266_4_3,26604,1,4,32,0,2
266_4_4,26604,2,9,25,0,0
266_4_5,26604,2,5,1,0,2
266_6_1,26606,1,1,42,0,1
266_6_2,26606,2,2,26,0,0
266_6_3,26606,2,4,9,0,2
266_6_4,26606,2,4,6,0,2
266_6_5,26606,2,4,4,0,2
266_6_6,26606,2,7,75,0,0
266_7_1,26607,1,1,58,0,0
266_7_2,26607,2,2,54,0,0
266_9_2,26609,2,2,39,0,0
266_9_3,26609,2,4,17,0,2
266_9_4,26609,2,4,12,0,2
266_10_1,26610,1,1,33,0,0
266_10_2,26610,2,2,23,0,0
266_10_3,26610,1,4,1,0,2
267_2_1,26702,1,1,71,0,0
267_2_2,26702,2,2,64,0,0
267_3_2,26703,2,2,23,0,0
267_3_3,26703,1,4,6,0,2
267_3_4,26703,2,4,2,0,2
267_3_5,26703,1,7,60,0,0
267_3_6,26703,2,7,55,0,0
267_4_1,26704,1,1,39,0,1
267_4_2,26704,2,2,30,0,0
267_4_3,26704,2,4,5,0,2
267_4_4,26704,2,4,3,0,2
267_4_5,26704,2,7,73,0,0
267_5_1,26705,1,1,56,0,0
267_5_2,26705,2,2,53,0,0
267_5_3,26705,1,4,31,0,2
267_5_4,26705,1,4,27,0,2
267_5_5,26705,1,4,21,0,2
267_6_1,26706,1,1,60,0,0
267_6_2,26706,2,2,59,0,0
267_7_1,26707,1,1,48,0,0
267_7_2,26707,2,2,42,0,0
267_7_3,26707,2,4,21,9,2
267_7_4,26707,1,4,18,0,2
267_8_1,26708,1,1,74,0,0
267_8_2,26708,2,2,75,0,0
267_9_1,26709,1,1,26,0,1
267_9_2,26709,2,7,71,0,0
268_1_1,26801,1,1,75,0,0
268_1_2,26801,2,2,68,0,0
268_1_3,26801,1,4,42,0,2
268_2_2,26802,2,2,68,0,0
268_2_3,26802,2,4,47,0,2
268_4_1,26804,1,1,66,0,0
268_4_2,26804,2,2,60,0,0
268_5_1,26805,1,1,77,0,0
268_5_2,26805,2,2,69,0,0
268_7_1,26807,1,1,68,0,0
268_7_2,26807,2,2,62,0,0
268_8_1,26808,1,1,68,0,1
268_8_2,26808,2,2,64,0,0
268_8_3,26808,2,7,88,0,0
268_11_2,26811,1,4,52,0,1
268_11_3,26811,2,9,40,0,0
268_11_4,26811,1,5,23,0,2
268_11_5,26811,2,5,16,0,2
268_12_1,26812,1,1,64,0,0
268_12_2,26812,2,2,55,0,0
269_1_2,26901,2,2,69,0,0
269_2_1,26902,1,1,48,0,2
269_2_2,26902,2,2,41,0,0
269_2_3,26902,1,4,20,0,2
269_2_4,26902,2,4,18,0,2
269_2_5,26902,1,4,16,0,2
269_2_6,26902,1,7,77,0,0
269_2_7,26902,2,7,78,0,0
269_3_1,26903,1,1,60,0,0
269_3_2,26903,1,4,25,0,1
269_4_1,26904,1,1,51,0,0
269_4_2,26904,2,2,44,0,0
269_4_3,26904,2,4,21,0,2
269_4_4,26904,1,4,19,0,2
269_4_5,26904,1,4,7,0,2
269_5_1,26905,1,1,53,0,0
269_5_2,26905,2,2,48,0,0
269_5_3,26905,1,4,25,0,2
269_5_4,26905,1,4,23,0,2
269_6_1,26906,1,1,50,0,0
269_6_2,26906,2,2,49,0,0
269_6_3,26906,1,4,25,9,2
269_6_4,26906,2,4,19,0,2
269_7_1,26907,1,1,76,0,0
269_7_2,26907,2,2,74,0,0
269_8_2,26908,2,2,55,0,0
269_8_3,26908,1,4,24,0,2
269_8_4,26908,1,4,20,9,2
269_8_5,26908,2,4,19,9,2
270_1_1,27001,2,1,69,0,0
270_1_2,27001,1,4,38,0,1
270_1_4,27001,1,6,10,0,2
270_1_5,27001,2,6,5,0,2
270_2_1,27002,1,1,80,0,0
270_4_1,27004,1,1,51,0,0
270_4_2,27004,2,2,50,0,0
270_4_3,27004,1,4,20,0,2
270_5_1,27005,1,1,77,0,0
270_5_2,27005,2,2,64,0,0
270_5_3,27005,1,4,44,0,2
270_5_4,27005,2,9,39,0,0
270_5_5,27005,1,5,14,0,2
270_5_6,27005,1,5,11,0,2
270_6_1,27006,1,1,48,0,0
270_6_2,27006,2,2,34,0,0
270_6_3,27006,2,4,20,0,2
270_6_4,27006,2,4,16,0,2
270_8_1,27008,1,1,75,0,0
270_8_2,27008,2,2,65,0,0
270_8_3,27008,1,4,34,0,2
270_8_5,27008,2,6,4,0,2
270_8_6,27008,2,6,1,0,2
270_9_1,27009,1,1,54,0,0
270_9_2,27009,2,2,52,0,0
270_10_1,27010,1,1,63,0,0
270_10_3,27010,1,4,29,0,2
271_1_1,27101,1,1,89,0,0
271_1_2,27101,1,4,59,0,1
271_1_3,27101,2,9,58,0,0
271_2_2,27102,2,2,63,7,0
271_3_2,27103,2,2,67,0,0
271_4_1,27104,1,1,45,0,0
271_5_1,27105,1,1,54,0,0
271_5_2,27105,2,2,54,0,0
271_7_1,27107,1,1,81,0,0
271_7_2,27107,2,2,78,0,0
271_8_1,27108,1,1,50,0,2
271_8_3,27108,1,4,22,0,2
271_8_4,27108,2,4,13,0,2
271_8_5,27108,1,7,79,0,0
271_8_6,27108,2,7,75,0,0
271_9_1,27109,1,1,72,2,0
271_9_2,27109,2,2,69,2,0
272_1_1,27201,2,1,46,0,0
272_1_2,27201,1,4,24,0,1
272_1_3,27201,2,4,17,0,1
272_1_4,27201,1,4,15,0,1
272_1_5,27201,2,4,11,0,1
272_2_1,27202,1,1,49,0,0
272_2_2,27202,2,2,44,0,0
272_2_3,27202,1,4,23,0,2
272_2_4,27202,1,4,21,0,2
272_2_5,27202,2,4,16,0,2
272_2_6,27202,2,4,13,0,2
272_2_7,27202,1,4,11,0,2
272_2_8,27202,1,4,5,0,2
272_3_1,27203,1,1,53,0,0
272_3_2,27203,2,2,49,0,0
272_3_3,27203,1,4,25,0,2
272_3_4,27203,2,4,22,0,2
272_3_5,27203,1,4,20,0,2
272_3_6,27203,1,4,18,0,2
272_4_1,27204,1,1,90,0,0
272_4_2,27204,2,2,80,0,0
272_5_1,27205,1,1,36,0,0
272_5_2,27205,2,2,34,0,0
272_5_3,27205,1,4,10,0,1
272_5_4,27205,2,4,4,0,1
272_5_5,27205,2,4,0,0,2
272_6_1,27206,1,1,37,0,0
272_6_2,27206,2,2,35,0,0
272_6_3,27206,2,4,12,0,2
272_6_4,27206,2,4,10,0,2
272_6_5,27206,2,4,8,0,2
272_6_6,27206,2,4,5,0,2
272_8_1,27208,1,1,58,0,0
272_8_2,27208,2,2,53,0,0
272_8_3,27208,1,4,21,0,2
272_8_4,27208,2,4,24,0,2
272_8_5,27208,2,4,18,0,2
272_9_1,27209,1,1,26,0,0
272_9_2,27209,2,2,22,0,0
272_9_3,27209,1,4,2,0,2
273_1_1,27301,1,1,58,0,0
273_1_2,27301,2,2,52,0,0
273_1_3,27301,1,4,24,0,2
273_2_1,27302,1,1,71,0,0
273_2_2,27302,2,2,57,0,0
273_2_3,27302,1,4,21,0,2
273_3_1,27303,1,1,36,0,0
273_3_2,27303,2,2,29,0,0
273_4_1,27304,1,1,24,0,0
273_4_2,27304,2,2,21,0,0
273_4_3,27304,1,4,1,0,2
273_5_1,27305,1,1,44,0,0
273_5_2,27305,2,2,43,0,0
273_5_3,27305,1,4,20,0,2
273_5_4,27305,2,4,18,0,2
273_5_5,27305,1,4,15,0,2
273_5_6,27305,2,4,13,0,2
273_5_7,27305,1,4,12,0,2
273_6_2,27306,2,2,33,0,0
273_6_3,27306,2,4,7,0,2
273_6_4,27306,1,4,4,0,2
273_8_1,27308,1,1,23,0,1
273_8_2,27308,2,2,21,0,0
273_8_3,27308,1,4,1,0,2
273_8_4,27308,1,4,0,0,2
273_8_5,27308,2,7,49,0,0
273_9_1,27309,1,1,48,0,0
273_9_2,27309,2,2,45,0,0
273_9_3,27309,2,4,23,0,2
273_9_4,27309,2,4,21,0,2
273_9_5,27309,1,4,20,0,2
273_9_6,27309,1,4,18,0,2
273_9_7,27309,1,4,17,0,2
273_9_8,27309,2,4,14,0,2
273_9_9,27309,1,4,5,0,2
274_1_1,27401,1,1,38,0,0
274_1_2,27401,2,2,33,0,0
274_1_3,27401,2,4,8,0,2
274_1_4,27401,2,4,8,0,2
274_1_5,27401,2,4,7,0,2
274_1_6,27401,2,4,5,0,2
274_1_7,27401,1,4,3,0,2
274_2_1,27402,1,1,43,0,0
274_2_2,27402,2,2,32,0,0
274_2_3,27402,1,4,13,0,2
274_2_4,27402,2,4,11,0,2
274_2_5,27402,2,4,9,0,2
274_2_6,27402,1,4,3,0,2
274_3_1,27403,1,1,50,0,0
274_3_2,27403,2,2,43,0,0
274_3_3,27403,1,4,23,0,2
274_3_4,27403,2,4,21,0,2
274_3_5,27403,1,4,19,0,2
274_3_6,27403,2,4,18,0,2
274_3_7,27403,2,4,15,0,2
274_3_8,27403,2,4,13,0,2
274_3_9,27403,2,4,10,0,2
274_4_1,27404,1,1,66,0,0
274_4_2,27404,2,2,64,0,0
274_4_3,27404,1,4,23,0,2
274_4_4,27404,2,9,23,0,0
274_5_1,27405,1,1,53,0,0
274_5_2,27405,2,2,49,0,0
274_5_3,27405,2,4,22,0,2
274_5_4,27405,1,4,20,0,2
274_5_5,27405,1,4,19,0,2
274_6_2,27406,2,2,36,0,0
274_6_3,27406,2,4,15,0,2
274_6_4,27406,2,4,13,0,2
274_6_5,27406,1,4,6,0,2
274_6_6,27406,1,4,2,0,2
274_6_7,27406,2,4,8,0,2
274_7_1,27407,1,1,63,0,0
274_7_2,27407,2,2,59,0,0
274_7_3,27407,1,4,27,0,2
274_7_4,27407,1,4,24,0,2
274_7_5,27407,2,4,21,0,2
274_7_6,27407,2,4,18,0,2
274_7_7,27407,2,4,16,0,2
274_8_2,27408,2,2,27,0,0
275_1_1,27501,2,1,70,0,0
275_2_2,27502,2,2,39,0,0
275_2_3,27502,1,4,19,0,2
275_2_4,27502,1,4,15,0,2
275_3_2,27503,2,2,34,0,0
275_3_3,27503,2,4,20,0,2
275_3_4,27503,1,4,18,0,2
275_3_5,27503,1,4,17,0,2
275_4_1,27504,1,1,38,0,1
275_4_2,27504,2,2,31,0,0
275_4_3,27504,2,4,2,0,2
275_4_4,27504,1,7,70,0,0
275_4_5,27504,1,8,27,0,1
275_5_1,27505,1,1,48,0,0
275_5_2,27505,2,2,43,0,0
275_5_3,27505,1,4,21,0,2
275_5_4,27505,2,4,19,0,2
275_5_5,27505,2,4,15,0,2
275_6_1,27506,1,1,73,0,0
275_6_2,27506,2,2,66,0,0
275_6_3,27506,1,4,31,0,2
275_6_4,27506,1,4,27,0,2
275_6_5,27506,1,4,24,0,2
275_7_1,27507,2,1,65,0,0
275_7_2,27507,1,4,38,0,1
275_7_3,27507,1,4,32,0,1
275_7_4,27507,1,4,29,0,1
275_7_5,27507,1,4,24,0,1
275_9_2,27509,2,2,40,0,0
275_9_3,27509,1,4,17,0,2
275_9_4,27509,2,4,16,0,2
275_9_5,27509,2,4,14,0,2
275_9_6,27509,2,4,11,0,2
275_9_7,27509,2,4,8,0,2
275_9_8,27509,2,4,1,0,2
276_1_1,27601,1,1,46,0,0
276_1_2,27601,2,2,43,0,0
276_1_3,27601,2,4,21,0,2
276_1_4,27601,2,4,19,0,2
276_1_5,27601,2,4,16,0,2
276_1_6,27601,2,4,15,0,2
276_1_7,27601,1,4,13,0,2
276_1_8,27601,2,4,6,0,2
276_2_2,27602,1,4,34,0,1
276_2_3,27602,1,4,31,0,1
276_2_4,27602,1,4,29,0,1
276_2_5,27602,1,4,27,0,1
276_2_6,27602,1,4,25,0,1
276_2_7,27602,1,4,22,0,1
276_3_1,27603,1,1,34,0,0
276_3_2,27603,2,2,27,0,0
276_3_3,27603,2,4,2,0,2
276_3_4,27603,2,8,31,0,0
276_3_5,27603,2,8,25,0,0
276_3_6,27603,1,8,22,0,0
276_4_1,27604,1,1,65,0,0
276_4_2,27604,2,2,63,0,0
276_4_3,27604,1,4,33,0,2
276_4_4,27604,1,4,28,0,2
276_5_2,27605,2,2,35,0,0
276_5_3,27605,1,4,13,0,2
276_5_4,27605,2,4,16,0,2
276_5_5,27605,2,4,11,0,2
276_5_6,27605,1,4,7,0,2
276_7_2,27607,2,2,62,0,0
276_7_3,27607,1,4,33,0,2
276_7_4,27607,2,4,30,0,2
276_7_5,27607,2,4,27,0,2
276_7_6,27607,1,4,25,0,2
276_7_7,27607,1,4,23,0,2
276_8_2,27608,2,2,34,0,0
276_8_3,27608,2,4,12,0,2
276_8_4,27608,2,4,11,0,2
276_8_5,27608,1,4,8,0,2
276_10_1,27610,1,1,51,0,0
276_10_2,27610,2,2,43,0,2
276_10_3,27610,1,4,22,0,2
276_10_4,27610,2,4,17,0,2
276_10_5,27610,2,4,15,0,2
276_10_6,27610,1,4,13,0,2
277_1_1,27701,1,1,28,0,0
277_1_2,27701,2,2,28,0,0
277_1_3,27701,2,4,7,0,2
277_1_4,27701,2,4,5,0,2
277_1_5,27701,1,4,3,0,2
277_1_6,27701,1,4,1,0,2
277_2_1,27702,1,1,67,0,0
277_2_2,27702,2,2,63,0,0
277_2_3,27702,1,4,26,0,2
277_3_1,27703,1,1,51,0,0
277_3_2,27703,2,2,51,0,0
277_3_3,27703,1,4,22,5,2
277_3_4,27703,1,4,20,0,2
277_6_1,27706,1,1,64,0,0
277_6_2,27706,2,2,65,0,0
277_6_3,27706,1,4,27,0,2
277_6_4,27706,2,4,22,0,0
277_6_5,27706,1,4,3,0,2
277_7_1,27707,1,1,44,0,0
277_7_2,27707,2,2,31,0,0
277_7_3,27707,2,4,5,0,2
277_7_4,27707,2,4,4,0,2
277_7_5,27707,1,4,2,0,2
277_9_1,27709,1,1,36,0,0
277_9_2,27709,2,2,26,0,0
277_9_3,27709,1,4,8,0,2
277_9_4,27709,2,4,6,0,2
277_9_5,27709,2,4,2,0,2
277_11_1,27711,1,1,55,0,0
277_11_2,27711,2,2,53,0,0
277_11_3,27711,1,4,35,0,2
277_11_4,27711,1,6,5,0,1
277_11_5,27711,2,6,3,0,1
277_11_6,27711,1,6,0,0,1
277_12_2,27712,2,2,49,0,0
277_12_3,27712,1,4,27,5,2
277_12_4,27712,1,4,26,5,2
277_12_5,27712,1,4,22,0,2
278_1_1,27801,1,1,61,0,0
278_1_2,27801,2,2,53,0,0
278_2_1,27802,1,1,62,0,0
278_2_2,27802,2,2,52,0,0
278_2_3,27802,2,4,29,0,2
278_2_4,27802,1,4,17,0,2
278_4_1,27804,1,1,32,0,0
278_4_2,27804,2,2,28,0,0
278_4_3,27804,1,4,3,0,2
278_5_1,27805,1,1,47,0,0
278_5_2,27805,2,2,35,0,0
278_5_3,27805,2,4,5,0,2
278_5_4,27805,1,4,2,0,2
278_6_2,27806,2,2,49,0,0
278_6_3,27806,1,4,28,0,2
278_6_4,27806,1,4,19,0,2
278_6_5,27806,2,4,18,0,2
278_7_1,27807,1,1,45,0,0
278_7_2,27807,2,2,43,0,0
278_7_3,27807,2,4,22,0,2
278_7_4,27807,1,4,19,0,2
278_7_5,27807,1,4,17,0,2
278_7_6,27807,2,4,12,1,2
278_7_7,27807,2,4,9,0,2
278_8_1,27808,1,1,43,0,0
278_8_2,27808,2,2,42,0,0
278_8_3,27808,2,4,18,0,2
278_8_4,27808,2,4,17,0,2
278_8_5,27808,2,4,16,0,2
278_8_6,27808,2,4,14,0,2
278_8_7,27808,2,4,11,0,2
278_8_8,27808,1,4,9,0,2
278_9_1,27809,1,1,51,0,0
278_9_2,27809,2,2,40,0,0
278_9_3,27809,2,4,20,0,2
278_9_4,27809,2,4,18,0,2
278_9_5,27809,1,4,15,0,2
278_9_6,27809,1,4,12,0,2
278_9_7,27809,1,4,9,0,2
278_9_8,27809,2,4,7,0,2
279_1_1,27901,1,1,64,0,0
279_1_2,27901,2,2,57,0,0
279_1_3,27901,1,4,27,0,2
279_1_4,27901,1,4,2,0,2
279_2_1,27902,1,1,65,0,0
279_2_2,27902,2,2,57,0,0
279_2_3,27902,2,4,27,0,2
279_2_4,27902,1,4,25,0,2
279_3_1,27903,1,1,75,0,0
279_4_1,27904,1,1,61,0,0
279_4_2,27904,2,2,59,0,0
279_4_3,27904,1,4,32,0,2
279_4_4,27904,1,4,30,0,2
279_4_5,27904,1,4,28,0,2
279_5_1,27905,1,1,31,0,2
279_5_2,27905,2,2,29,0,0
279_5_3,27905,1,4,1,0,2
279_5_4,27905,1,7,69,0,0
279_5_5,27905,2,7,63,0,0
279_6_1,27906,1,1,41,0,0
279_6_2,27906,2,2,37,0,0
279_6_3,27906,2,4,10,0,2
279_6_4,27906,1,4,9,0,2
279_7_1,27907,1,1,34,0,0
279_7_2,27907,2,2,29,0,0
279_7_3,27907,2,4,4,0,2
279_7_4,27907,2,4,2,0,2
279_7_5,27907,1,4,0,0,2
279_7_6,27907,2,8,31,0,0
279_8_1,27908,1,1,29,0,0
279_8_2,27908,2,2,27,0,0
280_1_1,28001,1,1,43,0,2
280_1_2,28001,2,2,38,0,0
280_1_3,28001,1,4,16,0,2
280_1_4,28001,1,4,13,0,2
280_1_5,28001,1,4,8,0,2
280_1_6,28001,1,4,5,0,2
280_1_7,28001,2,7,62,0,0
280_1_8,28001,1,7,65,0,0
280_2_1,28002,1,1,33,0,0
280_2_2,28002,2,2,33,0,0
280_2_3,28002,1,4,12,0,2
280_2_4,28002,1,4,8,0,2
280_2_5,28002,1,4,3,0,2
280_3_1,28003,1,1,47,0,0
280_3_2,28003,2,2,43,0,0
280_3_3,28003,1,4,25,6,2
280_3_4,28003,1,4,19,0,2
280_3_5,28003,2,4,16,0,2
280_3_6,28003,2,4,13,0,2
280_4_1,28004,1,1,41,0,0
280_4_2,28004,2,2,41,0,0
280_4_3,28004,2,4,11,0,2
280_4_4,28004,1,4,10,0,2
280_5_1,28005,1,1,49,0,0
280_5_2,28005,2,2,51,0,0
280_5_3,28005,1,4,29,0,2
280_5_4,28005,2,4,21,0,2
280_5_5,28005,2,4,19,0,2
280_5_6,28005,2,4,13,0,2
280_6_1,28006,1,1,29,0,0
280_6_2,28006,2,2,25,0,0
280_6_3,28006,1,4,4,0,2
280_6_4,28006,2,4,1,0,2
280_8_1,28008,1,1,40,0,0
280_8_2,28008,2,2,34,0,0
280_8_3,28008,1,4,10,0,2
280_8_4,28008,2,4,6,0,2
280_8_5,28008,2,4,6,0,2
281_1_1,28101,1,1,53,0,0
281_1_2,28101,2,2,43,0,0
281_1_3,28101,2,4,23,0,2
281_1_4,28101,1,4,21,0,2
281_1_5,28101,2,4,17,0,2
281_1_6,28101,1,4,9,0,2
281_2_1,28102,1,1,61,0,0
281_2_2,28102,2,2,53,0,0
281_2_3,28102,1,4,31,0,2
281_2_4,28102,1,4,26,0,2
281_2_5,28102,2,4,24,0,2
281_2_6,28102,2,4,19,0,2
281_3_1,28103,1,1,27,0,0
281_3_2,28103,2,2,26,0,0
281_3_3,28103,2,4,3,0,2
281_3_4,28103,1,4,1,0,2
281_4_1,28104,1,1,30,0,0
281_4_2,28104,2,2,30,0,0
281_4_3,28104,2,4,10,0,2
281_4_4,28104,1,4,8,0,2
281_5_2,28105,2,2,44,0,0
281_5_3,28105,1,4,22,0,2
281_5_4,28105,2,4,22,0,2
281_5_5,28105,2,4,19,0,2
281_5_6,28105,1,4,17,0,2
281_6_1,28106,1,1,88,0,0
281_6_2,28106,2,2,81,0,0
281_6_3,28106,1,4,43,0,2
281_6_4,28106,2,9,37,0,0
281_6_5,28106,1,6,15,0,2
281_6_6,28106,2,6,14,0,2
281_6_7,28106,1,6,9,0,2
281_8_1,28108,2,1,41,0,0
281_8_2,28108,1,4,19,0,1
281_11_1,28111,1,1,70,0,0
281_11_2,28111,2,2,65,0,0
281_11_3,28111,1,4,27,5,2
282_1_1,28201,1,1,36,0,0
282_1_2,28201,2,2,31,0,0
282_1_3,28201,2,4,10,0,2
282_2_1,28202,1,1,29,0,0
282_2_2,28202,2,2,28,0,0
282_3_1,28203,1,1,37,0,0
282_3_2,28203,2,2,31,0,0
282_3_3,28203,2,4,5,0,2
282_3_4,28203,1,4,3,0,2
