psu_hh_idcode,subjectivePoverty_rating,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
643_3_2,8.0,2,1,40,0,0,1,1,5.0,1.0,2.0,13.0,2.0
643_4_2,7.0,2,2,59,0,0,1,1,3.0,0.0,2.0,13.0,2.0
643_5_3,7.0,2,9,28,0,0,1,1,3.0,2.0,2.0,13.0,2.0
643_6_5,7.0,2,1,61,0,0,1,1,3.0,0.0,2.0,13.0,2.0
643_7_2,7.0,2,2,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
644_1_1,6.0,1,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
644_2_1,6.0,1,1,76,0,0,2,1,3.0,0.0,2.0,13.0,2.0
644_4_1,5.0,1,1,64,0,0,1,1,3.0,0.0,2.0,13.0,2.0
644_6_2,6.0,2,2,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
644_7_1,7.0,2,1,82,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
644_9_2,6.0,2,2,65,0,0,1,1,2.0,1.0,2.0,13.0,2.0
645_2_1,7.0,2,1,20,8,0,1,1,3.0,0.0,1.0,-1.0,-1.0
645_4_3,8.0,2,4,34,0,1,1,1,9.0,2.0,2.0,13.0,2.0
645_5_3,7.0,2,4,20,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
645_6_1,7.0,1,1,45,0,2,1,1,9.0,0.0,2.0,13.0,2.0
645_9_1,8.0,1,1,67,1,0,1,1,9.0,0.0,2.0,13.0,2.0
645_10_2,7.0,2,2,59,0,0,1,1,3.0,0.0,2.0,12.0,2.0
645_11_2,5.0,2,2,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
645_12_1,6.0,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
646_1_1,4.0,1,1,67,0,0,1,1,3.0,3.0,2.0,13.0,2.0
646_2_2,3.0,2,2,34,0,0,1,1,3.0,0.0,2.0,13.0,2.0
646_4_2,6.0,2,2,33,0,0,1,1,9.0,3.0,2.0,13.0,2.0
646_6_3,3.0,2,4,20,0,2,1,1,3.0,3.0,1.0,-1.0,-1.0
646_8_1,5.0,2,1,63,0,0,1,1,3.0,3.0,2.0,13.0,2.0
646_11_1,3.0,1,1,44,0,0,1,1,2.0,3.0,2.0,13.0,2.0
646_12_2,3.0,2,2,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
647_1_2,2.0,2,2,53,0,0,1,1,3.0,3.0,2.0,13.0,2.0
647_2_1,3.0,1,1,63,0,0,1,1,2.0,3.0,2.0,13.0,2.0
647_4_2,5.0,2,2,65,0,0,1,1,3.0,3.0,2.0,13.0,2.0
647_5_2,4.0,2,2,45,0,0,1,1,6.0,3.0,2.0,13.0,2.0
647_7_1,4.0,1,1,19,0,1,1,1,2.0,0.0,1.0,-1.0,-1.0
647_10_2,8.0,2,2,59,0,0,1,1,3.0,3.0,2.0,13.0,2.0
648_5_1,3.0,2,1,63,0,0,1,1,3.0,3.0,2.0,13.0,2.0
648_7_1,5.0,2,1,48,0,0,1,1,3.0,3.0,2.0,13.0,2.0
648_8_2,4.0,2,2,68,0,0,1,1,2.0,0.0,2.0,13.0,2.0
648_10_2,8.0,1,4,48,0,1,1,1,9.0,0.0,2.0,13.0,2.0
648_11_2,6.0,2,2,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
649_1_1,5.0,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
649_2_1,5.0,1,1,57,0,2,1,1,3.0,0.0,2.0,13.0,2.0
649_3_1,6.0,1,1,47,0,1,1,1,9.0,0.0,2.0,13.0,2.0
649_4_1,5.0,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
649_5_1,5.0,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
649_8_1,4.0,1,1,33,0,0,1,1,2.0,0.0,2.0,13.0,2.0
649_9_1,5.0,1,1,55,0,0,1,1,5.0,0.0,2.0,13.0,2.0
650_2_1,5.0,1,1,72,0,0,1,1,3.0,1.0,2.0,13.0,2.0
650_3_1,4.0,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
650_5_1,4.0,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
650_6_1,4.0,1,1,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
650_7_1,4.0,1,1,37,0,0,1,1,2.0,0.0,2.0,13.0,2.0
650_9_1,4.0,1,1,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
651_2_1,4.0,1,1,45,0,1,1,1,2.0,2.0,2.0,2.0,2.0
651_3_1,3.0,1,1,48,0,1,1,1,2.0,2.0,2.0,2.0,2.0
651_4_1,1.0,1,1,45,0,0,1,1,2.0,1.0,2.0,2.0,2.0
651_5_1,3.0,1,1,38,0,0,1,1,9.0,2.0,2.0,13.0,2.0
651_7_1,2.0,1,1,57,0,0,1,1,2.0,2.0,2.0,2.0,2.0
651_8_1,3.0,1,1,64,0,0,1,1,9.0,2.0,2.0,2.0,2.0
651_9_1,2.0,1,1,62,0,0,2,1,1.0,2.0,2.0,2.0,2.0
652_2_1,2.0,1,1,54,0,0,1,1,9.0,2.0,2.0,13.0,2.0
652_3_1,3.0,1,1,65,0,0,1,1,3.0,0.0,2.0,13.0,2.0
652_4_1,3.0,1,1,49,0,1,1,1,3.0,2.0,2.0,13.0,2.0
652_6_1,1.0,1,1,45,0,0,1,1,2.0,2.0,2.0,2.0,2.0
652_7_1,1.0,1,1,43,0,0,1,1,2.0,2.0,2.0,2.0,2.0
652_10_1,2.0,1,1,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
653_2_1,3.0,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
653_3_1,4.0,1,1,58,0,0,1,1,5.0,1.0,2.0,13.0,2.0
653_4_1,2.0,1,1,56,0,0,1,1,2.0,2.0,2.0,2.0,2.0
653_5_1,2.0,1,1,68,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
653_6_1,3.0,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
653_7_1,4.0,1,1,65,5,0,1,1,2.0,1.0,2.0,13.0,2.0
654_1_1,2.0,1,1,44,0,0,1,1,2.0,1.0,2.0,2.0,2.0
654_2_1,5.0,1,1,33,0,0,1,1,3.0,2.0,2.0,2.0,2.0
654_5_1,3.0,1,1,53,0,0,1,1,3.0,1.0,2.0,2.0,2.0
654_6_1,3.0,1,1,56,0,0,1,1,2.0,1.0,2.0,2.0,2.0
654_8_1,2.0,1,1,51,0,0,1,1,3.0,2.0,2.0,2.0,2.0
654_9_1,3.0,1,1,66,0,0,1,1,2.0,2.0,2.0,2.0,2.0
655_1_1,3.0,1,1,54,0,0,1,1,2.0,3.0,2.0,2.0,2.0
655_3_1,2.0,1,1,73,0,0,1,1,2.0,0.0,2.0,13.0,2.0
655_4_1,1.0,1,1,58,0,0,1,1,2.0,3.0,2.0,13.0,2.0
655_5_1,2.0,1,1,63,0,0,1,1,2.0,0.0,2.0,13.0,2.0
655_8_1,2.0,1,1,47,0,0,1,1,9.0,3.0,2.0,13.0,2.0
656_1_1,1.0,1,1,44,0,0,1,1,3.0,1.0,2.0,2.0,2.0
656_3_1,3.0,1,1,48,0,0,1,1,2.0,1.0,2.0,2.0,2.0
656_4_1,4.0,1,1,76,0,0,1,1,3.0,0.0,2.0,2.0,2.0
656_5_1,3.0,1,1,67,0,0,1,1,2.0,0.0,2.0,2.0,2.0
656_6_1,1.0,2,1,66,0,0,2,1,1.0,0.0,2.0,2.0,2.0
656_7_1,1.0,1,1,56,0,0,1,1,2.0,1.0,2.0,2.0,2.0
656_8_1,5.0,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
657_1_1,3.0,1,1,64,0,0,2,1,2.0,1.0,2.0,2.0,2.0
657_4_1,3.0,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
657_5_1,3.0,1,1,75,0,0,1,1,2.0,1.0,2.0,2.0,2.0
657_6_1,1.0,1,1,46,0,0,1,1,2.0,1.0,2.0,2.0,2.0
657_7_1,4.0,1,1,49,0,1,2,1,2.0,1.0,2.0,2.0,2.0
658_1_1,2.0,1,1,58,0,0,1,1,3.0,1.0,2.0,13.0,2.0
658_4_1,1.0,1,1,49,0,0,1,1,9.0,1.0,2.0,13.0,2.0
658_6_1,1.0,1,1,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
658_7_1,3.0,1,1,66,0,0,1,1,3.0,1.0,2.0,13.0,2.0
658_8_1,3.0,1,1,37,0,0,1,1,3.0,1.0,2.0,13.0,2.0
659_1_1,2.0,2,1,74,0,0,1,1,3.0,1.0,2.0,13.0,2.0
659_3_1,2.0,1,1,65,0,0,1,1,2.0,1.0,2.0,13.0,2.0
659_4_3,1.0,1,4,30,0,2,1,1,9.0,1.0,2.0,13.0,2.0
659_5_1,1.0,1,1,66,0,0,1,1,3.0,1.0,2.0,13.0,2.0
659_8_1,1.0,1,1,55,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
659_9_1,2.0,1,1,70,0,0,1,1,2.0,1.0,2.0,13.0,2.0
660_1_1,1.0,1,1,76,0,0,1,1,2.0,1.0,2.0,13.0,2.0
660_3_1,2.0,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
660_4_1,4.0,1,1,45,0,0,1,1,9.0,1.0,2.0,13.0,2.0
660_5_1,1.0,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
660_6_1,1.0,1,1,53,0,0,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
660_8_1,1.0,2,1,50,0,0,1,1,2.0,1.0,2.0,13.0,2.0
660_9_1,1.0,1,1,74,0,0,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
661_3_1,2.0,1,1,59,0,0,1,1,2.0,0.0,2.0,2.0,2.0
661_4_1,2.0,1,1,48,0,0,1,1,2.0,0.0,2.0,4.0,2.0
661_5_1,2.0,1,1,66,0,0,1,1,2.0,0.0,2.0,2.0,2.0
661_6_1,1.0,1,1,45,0,1,1,1,2.0,0.0,2.0,4.0,2.0
661_7_1,2.0,1,1,74,0,0,1,1,2.0,0.0,2.0,2.0,2.0
661_9_1,4.0,1,1,51,0,0,1,1,2.0,0.0,2.0,4.0,2.0
662_2_1,2.0,2,1,85,0,0,2,1,1.0,0.0,2.0,14.0,2.0
662_3_1,2.0,1,1,55,0,0,1,1,3.0,0.0,2.0,4.0,2.0
662_4_1,3.0,1,1,50,0,0,1,1,3.0,0.0,2.0,2.0,2.0
662_6_1,3.0,2,1,59,3,0,1,1,2.0,0.0,2.0,2.0,2.0
662_7_1,2.0,2,1,69,0,0,2,1,3.0,1.0,2.0,2.0,2.0
662_9_1,3.0,1,1,62,0,0,1,1,2.0,0.0,2.0,4.0,2.0
663_1_2,1.0,2,2,82,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
663_3_1,1.0,2,1,72,0,0,1,1,1.0,0.0,2.0,13.0,2.0
663_7_1,1.0,1,1,43,0,0,1,1,3.0,2.0,2.0,2.0,2.0
663_10_1,1.0,1,1,77,0,0,1,1,1.0,0.0,2.0,2.0,2.0
664_1_1,1.0,2,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
664_2_1,2.0,1,1,52,0,0,1,1,3.0,0.0,2.0,4.0,2.0
664_6_1,3.0,2,1,56,0,0,1,1,9.0,1.0,2.0,13.0,2.0
664_7_1,2.0,2,1,81,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
664_10_1,3.0,1,1,46,0,0,1,1,3.0,0.0,2.0,2.0,2.0
664_11_1,3.0,1,1,74,0,0,1,1,2.0,0.0,2.0,2.0,2.0
665_2_1,3.0,1,1,40,0,0,1,1,9.0,1.0,2.0,13.0,2.0
665_3_1,3.0,1,1,68,0,0,1,1,3.0,1.0,2.0,13.0,2.0
665_4_1,3.0,1,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
665_6_1,2.0,1,1,50,0,0,1,1,3.0,0.0,2.0,2.0,2.0
665_7_1,3.0,1,1,66,0,0,1,1,3.0,1.0,2.0,13.0,2.0
665_8_1,2.0,2,1,79,3,0,2,1,1.0,1.0,2.0,13.0,2.0
666_1_1,2.0,1,1,44,0,0,1,1,3.0,1.0,2.0,13.0,2.0
666_3_1,2.0,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
666_4_1,1.0,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
666_6_1,2.0,1,1,66,0,0,1,1,9.0,0.0,2.0,13.0,2.0
666_7_1,2.0,1,1,86,0,0,2,1,1.0,1.0,2.0,13.0,2.0
666_8_1,3.0,1,1,58,0,0,1,1,9.0,0.0,2.0,4.0,2.0
667_1_1,2.0,2,1,73,0,0,1,1,2.0,0.0,2.0,2.0,2.0
667_2_1,5.0,1,1,56,0,0,1,1,9.0,0.0,2.0,13.0,2.0
667_3_1,3.0,1,1,59,0,0,1,1,9.0,0.0,2.0,13.0,2.0
667_4_1,2.0,1,1,52,0,0,1,1,2.0,0.0,2.0,2.0,2.0
667_5_1,1.0,1,1,34,0,0,1,1,2.0,0.0,2.0,2.0,2.0
667_6_1,2.0,1,1,61,0,0,1,1,3.0,0.0,2.0,2.0,2.0
667_7_1,2.0,2,1,72,0,0,1,1,1.0,0.0,2.0,2.0,2.0
668_1_1,3.0,1,1,67,0,0,1,1,1.0,0.0,2.0,13.0,2.0
668_3_1,1.0,1,1,52,0,0,1,1,1.0,0.0,2.0,13.0,2.0
668_4_1,4.0,1,1,33,0,2,1,1,3.0,0.0,2.0,13.0,2.0
668_5_1,3.0,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
668_6_3,5.0,1,4,28,0,2,1,1,3.0,0.0,2.0,13.0,2.0
668_7_1,4.0,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
669_1_1,3.0,1,1,33,0,0,1,1,2.0,0.0,2.0,13.0,2.0
669_3_1,4.0,1,1,67,0,0,2,1,2.0,0.0,2.0,13.0,2.0
669_4_1,4.0,1,1,40,0,2,1,1,3.0,0.0,2.0,13.0,2.0
669_6_2,1.0,2,2,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
669_8_2,4.0,2,1,37,0,0,1,1,2.0,0.0,2.0,13.0,2.0
669_10_2,3.0,2,2,36,0,0,1,1,2.0,0.0,2.0,13.0,2.0
670_1_1,5.0,2,1,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
670_2_2,3.0,2,2,51,0,0,1,1,9.0,1.0,2.0,13.0,2.0
670_4_1,4.0,1,1,61,0,0,2,1,5.0,0.0,2.0,13.0,2.0
670_5_3,3.0,2,4,20,0,2,1,1,3.0,3.0,1.0,-1.0,-1.0
670_6_3,4.0,1,4,31,0,2,1,1,3.0,2.0,2.0,4.0,2.0
670_7_1,5.0,1,1,34,0,0,1,1,9.0,2.0,2.0,13.0,2.0
671_1_1,3.0,1,1,58,0,0,2,1,5.0,0.0,2.0,13.0,2.0
671_2_1,4.0,1,1,78,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
671_3_3,1.0,1,4,21,0,2,1,1,3.0,0.0,2.0,2.0,2.0
671_4_1,5.0,1,1,69,0,0,2,1,3.0,0.0,2.0,13.0,2.0
671_6_1,2.0,1,1,41,0,0,1,1,2.0,0.0,2.0,3.0,2.0
671_7_1,4.0,1,1,48,0,1,2,1,2.0,0.0,2.0,13.0,2.0
671_8_1,4.0,1,1,54,0,0,1,1,2.0,0.0,2.0,13.0,2.0
671_9_1,3.0,1,1,45,0,1,1,1,2.0,1.0,2.0,13.0,2.0
672_1_1,4.0,1,1,50,0,0,1,1,3.0,0.0,2.0,2.0,2.0
672_2_1,5.0,1,1,46,0,0,1,1,9.0,1.0,2.0,13.0,2.0
672_3_1,6.0,1,1,51,0,0,1,1,3.0,0.0,2.0,4.0,2.0
672_4_1,3.0,1,1,53,0,0,1,1,3.0,1.0,2.0,2.0,2.0
672_5_1,3.0,1,1,48,0,1,1,1,3.0,0.0,2.0,2.0,2.0
672_6_1,5.0,1,1,51,0,0,1,1,3.0,0.0,2.0,2.0,2.0
672_8_2,3.0,2,8,20,0,0,1,1,3.0,2.0,1.0,-1.0,-1.0
673_1_2,4.0,2,2,25,0,0,1,1,8.0,1.0,2.0,13.0,2.0
673_3_2,4.0,2,2,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
673_4_1,5.0,1,1,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
673_5_2,5.0,2,2,50,0,0,1,1,3.0,1.0,2.0,13.0,2.0
673_6_2,3.0,2,2,28,0,0,1,1,3.0,1.0,2.0,13.0,2.0
673_7_2,4.0,2,2,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
673_8_2,4.0,2,2,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
674_1_2,4.0,2,2,41,0,0,1,1,9.0,1.0,2.0,13.0,2.0
674_2_1,4.0,1,1,40,0,0,1,1,3.0,1.0,2.0,13.0,2.0
674_3_1,3.0,1,1,48,0,2,1,1,2.0,1.0,2.0,13.0,2.0
674_5_2,4.0,2,2,38,0,0,1,1,3.0,1.0,2.0,13.0,2.0
674_7_6,3.0,2,8,20,0,0,1,1,3.0,3.0,1.0,-1.0,-1.0
674_8_1,4.0,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
675_1_2,4.0,2,2,31,0,0,1,1,2.0,3.0,2.0,13.0,2.0
675_5_2,5.0,2,2,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
675_7_2,7.0,2,2,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
675_9_1,5.0,1,1,32,0,0,1,1,2.0,3.0,2.0,13.0,2.0
675_10_2,6.0,2,2,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
675_12_2,6.0,2,2,57,0,0,1,1,2.0,2.0,2.0,13.0,2.0
676_2_1,6.0,2,1,57,3,0,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
676_3_2,6.0,2,2,44,0,0,1,1,2.0,2.0,2.0,13.0,2.0
676_6_2,5.0,2,2,72,0,0,2,1,2.0,0.0,2.0,13.0,2.0
676_7_2,7.0,2,2,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
676_8_2,5.0,2,2,65,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
676_10_3,6.0,2,10,22,0,0,1,1,2.0,2.0,2.0,13.0,2.0
676_12_2,7.0,2,2,60,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
677_1_2,6.0,2,2,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
677_4_2,6.0,2,2,31,0,0,1,1,2.0,3.0,2.0,13.0,2.0
677_6_2,5.0,2,2,28,0,0,1,1,2.0,3.0,2.0,13.0,2.0
677_7_1,5.0,2,1,46,0,0,1,1,2.0,2.0,2.0,13.0,2.0
677_8_2,4.0,2,2,58,0,0,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
677_9_2,5.0,2,2,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
677_10_2,7.0,2,2,51,0,0,2,1,2.0,0.0,2.0,13.0,2.0
678_2_2,4.0,2,2,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
678_3_2,5.0,2,2,55,3,0,1,1,3.0,2.0,2.0,13.0,2.0
678_4_2,4.0,2,2,42,0,0,1,1,3.0,2.0,2.0,13.0,2.0
678_5_1,4.0,1,1,61,0,0,2,1,2.0,0.0,2.0,13.0,2.0
678_6_2,7.0,2,2,39,0,0,1,1,3.0,2.0,2.0,13.0,2.0
678_7_3,4.0,2,4,19,0,2,1,1,2.0,0.0,2.0,1.0,1.0
678_8_2,6.0,2,2,24,0,0,1,1,2.0,0.0,2.0,2.0,2.0
679_2_2,5.0,2,2,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
679_3_2,4.0,2,4,41,0,1,1,1,9.0,2.0,2.0,4.0,2.0
679_4_1,4.0,1,1,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
679_5_2,4.0,2,2,51,0,0,1,1,3.0,2.0,2.0,13.0,2.0
679_6_2,4.0,2,2,45,0,0,1,1,2.0,2.0,2.0,2.0,2.0
679_7_2,5.0,2,2,57,0,0,1,1,6.0,0.0,2.0,13.0,2.0
679_8_2,6.0,2,2,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
680_2_1,4.0,1,1,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
680_3_2,7.0,2,2,27,0,0,1,1,9.0,1.0,2.0,13.0,2.0
680_4_2,2.0,2,2,69,0,0,2,1,2.0,1.0,2.0,13.0,2.0
680_6_1,5.0,1,1,39,0,1,1,1,3.0,1.0,2.0,13.0,2.0
680_7_2,3.0,2,2,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
680_8_1,7.0,1,1,33,0,0,1,1,5.0,1.0,2.0,13.0,2.0
680_10_2,4.0,2,2,26,0,0,1,1,3.0,1.0,2.0,13.0,2.0
681_1_1,5.0,2,1,50,0,0,1,1,6.0,0.0,2.0,13.0,2.0
681_2_1,5.0,1,1,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
681_4_1,5.0,1,1,73,0,0,1,1,6.0,0.0,2.0,13.0,2.0
681_8_1,6.0,1,1,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
681_9_1,5.0,1,1,66,0,0,1,1,6.0,0.0,2.0,13.0,2.0
681_10_1,5.0,1,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
682_1_1,5.0,1,1,65,0,0,1,1,9.0,0.0,2.0,13.0,2.0
682_2_1,5.0,2,1,70,0,0,2,1,1.0,0.0,2.0,13.0,2.0
682_8_1,5.0,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
682_9_1,6.0,1,1,56,0,0,1,1,9.0,0.0,2.0,13.0,2.0
682_11_1,5.0,1,1,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
682_12_1,6.0,1,1,38,0,0,1,1,3.0,0.0,2.0,13.0,2.0
683_1_1,5.0,1,1,33,0,0,1,1,2.0,0.0,2.0,13.0,2.0
683_2_1,5.0,1,1,58,0,0,1,1,9.0,0.0,2.0,13.0,2.0
683_3_1,5.0,1,1,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
683_4_1,5.0,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
683_6_1,5.0,1,1,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
683_7_1,5.0,1,1,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
683_8_1,4.0,2,1,76,0,0,2,1,6.0,0.0,2.0,13.0,2.0
683_12_1,4.0,1,1,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
684_4_1,6.0,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
684_5_1,5.0,1,1,31,0,0,1,1,3.0,1.0,2.0,13.0,2.0
684_11_1,6.0,1,1,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
685_1_1,6.0,2,1,67,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
685_2_1,4.0,1,1,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
685_3_1,5.0,1,1,45,0,0,1,1,2.0,0.0,2.0,13.0,2.0
685_4_1,5.0,1,1,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
685_7_1,6.0,1,1,61,0,0,1,1,9.0,0.0,2.0,13.0,2.0
685_8_1,6.0,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
685_11_2,6.0,2,1,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
685_12_1,5.0,2,1,75,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
686_1_1,5.0,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
686_2_2,8.0,2,2,31,0,0,1,1,2.0,0.0,2.0,13.0,2.0
686_3_1,7.0,1,1,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
686_4_1,7.0,1,1,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
686_6_1,7.0,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
686_7_1,7.0,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
686_8_4,6.0,1,4,15,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
687_1_4,7.0,2,9,22,0,0,1,1,2.0,0.0,2.0,12.0,2.0
687_2_4,6.0,2,4,21,0,2,1,1,3.0,0.0,1.0,-1.0,-1.0
687_3_2,5.0,2,2,18,0,0,1,1,3.0,0.0,2.0,12.0,1.0
687_7_1,6.0,1,1,74,0,0,1,1,2.0,0.0,2.0,14.0,2.0
687_8_2,6.0,2,2,49,0,0,1,1,2.0,0.0,2.0,12.0,2.0
687_9_4,6.0,2,9,27,0,0,1,1,2.0,0.0,2.0,12.0,2.0
687_10_3,5.0,1,4,20,0,2,1,1,6.0,0.0,2.0,12.0,2.0
688_1_2,6.0,2,2,45,0,0,1,1,2.0,0.0,2.0,2.0,2.0
688_5_1,6.0,1,1,44,0,0,1,1,2.0,0.0,2.0,2.0,2.0
688_6_1,5.0,1,1,36,0,0,1,1,2.0,0.0,2.0,2.0,2.0
688_7_1,6.0,1,1,55,0,0,1,1,2.0,1.0,2.0,13.0,2.0
688_9_1,3.0,1,1,37,0,1,1,1,2.0,0.0,2.0,4.0,2.0
688_12_1,5.0,1,1,72,0,0,1,1,2.0,1.0,2.0,13.0,2.0
689_1_2,5.0,2,2,39,0,0,1,1,2.0,0.0,2.0,4.0,2.0
689_5_1,6.0,1,1,62,0,0,1,1,2.0,0.0,2.0,14.0,2.0
689_6_1,3.0,1,1,54,0,0,1,1,3.0,0.0,2.0,13.0,2.0
689_7_1,8.0,1,1,33,0,0,1,1,3.0,0.0,2.0,4.0,2.0
689_8_1,5.0,1,1,39,0,0,1,1,3.0,0.0,2.0,4.0,2.0
689_9_1,4.0,1,1,43,0,0,1,1,3.0,0.0,2.0,2.0,2.0
689_10_1,5.0,1,1,58,0,0,1,1,2.0,0.0,2.0,4.0,2.0
690_5_2,5.0,2,1,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
690_7_1,5.0,1,1,37,5,0,1,1,2.0,0.0,2.0,13.0,2.0
690_8_1,5.0,1,1,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
690_9_1,5.0,1,1,27,0,0,1,1,9.0,3.0,2.0,13.0,2.0
690_12_2,5.0,2,1,38,0,0,1,1,3.0,0.0,2.0,13.0,2.0
691_1_2,4.0,2,2,27,0,0,1,1,2.0,0.0,2.0,13.0,2.0
691_2_1,3.0,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
691_3_2,6.0,2,2,35,0,0,1,1,2.0,0.0,2.0,13.0,2.0
691_4_1,5.0,1,1,66,0,0,1,1,2.0,0.0,2.0,13.0,2.0
691_5_2,7.0,2,2,51,0,0,1,1,3.0,0.0,2.0,13.0,2.0
691_7_2,5.0,2,2,32,0,0,1,1,2.0,0.0,2.0,13.0,2.0
691_8_1,4.0,1,1,33,0,1,1,1,9.0,0.0,2.0,13.0,2.0
692_1_1,4.0,2,1,76,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
692_2_2,5.0,2,2,57,0,0,1,1,1.0,0.0,2.0,13.0,2.0
692_6_1,4.0,1,1,88,0,0,2,1,1.0,0.0,2.0,13.0,2.0
692_8_1,5.0,1,1,43,0,1,1,1,2.0,0.0,2.0,13.0,2.0
693_3_1,4.0,1,1,48,0,0,1,1,3.0,1.0,2.0,4.0,2.0
693_4_1,5.0,1,1,36,0,0,1,1,9.0,1.0,2.0,13.0,2.0
